"Gene"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"KLK3"	"KLK3"	0.204242080703352	5.50676534292857	1.90549327534862	0.0596848898687871	0.434599383833891	-4.29439303953516
"LINC01996"	"LINC01996"	0.191975112952155	4.48862037138776	1.90528836802255	0.0597118331951374	0.434599383833891	-4.29474858436584
"RAB36"	"RAB36"	0.34720920429665	6.67634815492857	1.90523671869735	0.059718626197116	0.434599383833891	-4.29483819809434
"EIF2S1"	"EIF2S1"	-0.317870670813393	9.52834760837755	-1.90487663712293	0.059766002794382	0.434599383833891	-4.29546289230215
"SLC38A6"	"SLC38A6"	-0.406725762641146	5.91263505834694	-1.90483057419587	0.0597720656621508	0.434599383833891	-4.29554279756411
"CTSZ"	"CTSZ"	-0.696340597631576	6.60302468452041	-1.90480486994935	0.0597754491167261	0.434599383833891	-4.29558738589076
"SYNPO2L"	"SYNPO2L"	-0.156159532923444	3.92722676277551	-1.90436763692751	0.0598330268938694	0.434765219303973	-4.29634575482673
"SLFN11"	"SLFN11"	-0.479181126334928	6.904614909	-1.90430453303517	0.059841340693972	0.434765219303973	-4.29645519356321
"CCDC28A"	"CCDC28A"	0.287049750277513	8.16346877389796	1.90397201727817	0.0598851649925811	0.434927054712222	-4.29703180799645
"LGALS9"	"LGALS9"	-0.390760733401916	6.90535179379592	-1.90377458425185	0.0599111986940303	0.434959612676839	-4.2973741319512
"MFHAS1"	"MFHAS1"	-0.396432898889948	7.93184077962245	-1.90289655946571	0.0600270913353858	0.435644295009742	-4.29889611920696
"NDN"	"NDN"	-0.591925632291862	8.36660881319388	-1.90242371099777	0.0600895819347846	0.435941061175326	-4.29971549650121
"ATP2B1"	"ATP2B1"	-0.353895767421054	8.94211827113265	-1.90131047413201	0.0602369211677087	0.436769831571217	-4.30164383096725
"NADK2"	"NADK2"	0.238100936784691	4.81552717971429	1.90123365467162	0.0602470995934336	0.436769831571217	-4.30177685820301
"RNF6"	"RNF6"	-0.362437175952151	9.79165913883674	-1.90067134224034	0.0603216489730454	0.437153264352953	-4.30275045602802
"HLA-DRB6"	"HLA-DRB6"	-0.473625876550239	7.49332438908163	-1.90016264978525	0.0603891564956413	0.437485407592078	-4.30363098616958
"LINC02616"	"LINC02616"	0.147589928186603	4.43434863378571	1.89876408474893	0.0605750850226216	0.438388955422347	-4.30605073511264
"RNF157-AS1"	"RNF157-AS1"	0.333711149516748	4.34849021554082	1.89864461779699	0.0605909895513788	0.438388955422347	-4.30625735643401
"SLA"	"SLA"	-0.524916568315787	7.78163162229592	-1.89859676111889	0.0605973616540739	0.438388955422347	-4.30634012248383
"ANXA2P3"	"ANXA2P3"	0.240772056311006	6.46544546733673	1.89857122278672	0.0606007623063146	0.438388955422347	-4.30638428913365
"PCDHB12"	"PCDHB12"	0.231688859746414	5.86781915913265	1.89824487237607	0.0606442328589934	0.438546238550005	-4.30694863964073
"ALDH2"	"ALDH2"	-0.553723210421049	9.93700154570408	-1.89747869014285	0.0607463930584335	0.439127668731505	-4.30827322942846
"ITGB2"	"ITGB2"	-0.774183515550238	7.16474813844898	-1.89678474870829	0.0608390458489389	0.439639979365962	-4.30947250176865
"GLIS2"	"GLIS2"	-0.443594103076549	8.04841496586735	-1.89647458908941	0.0608804957792667	0.439782049503558	-4.31000838983277
"TMEM61"	"TMEM61"	0.454705568923445	6.01496852186735	1.89624817578294	0.0609107687993186	0.439843308292181	-4.31039953145177
"ATL1"	"ATL1"	0.476615759928238	8.52073222047959	1.89557607163644	0.0610007083643166	0.44033522779578	-4.31156037477687
"ENTPD2"	"ENTPD2"	0.176509856885168	4.96633114362245	1.89528369699918	0.061039868180452	0.440460371643211	-4.31206523909291
"FUCA1"	"FUCA1"	-0.41586314928708	9.16344414841837	-1.89472101023403	0.0611152923370654	0.440785006006074	-4.3130366683471
"DHX29"	"DHX29"	0.36288999247847	8.92184596331633	1.89448996944178	0.0611462844057341	0.440785006006074	-4.31343546280269
"GOLGA6L2"	"GOLGA6L2"	0.124749219799045	4.05847199784694	1.89437750825624	0.0611613748568551	0.440785006006074	-4.31362956333725
"LOC101929963"	"LOC101929963"	0.122058685803828	3.88758676155102	1.89429674177282	0.0611722143300309	0.440785006006074	-4.31376895435403
"PYHIN1"	"PYHIN1"	-0.263606453770333	4.02913632838776	-1.89406217427456	0.0612037042241769	0.440854519042314	-4.31417375206927
"MEI1"	"MEI1"	0.131648543799044	4.31939396446939	1.89372807248069	0.0612485797994623	0.441020366069407	-4.31475023810417
"NAT2"	"NAT2"	0.19043150899043	4.39136887012245	1.89355745741076	0.0612715069883864	0.441028111821185	-4.31504459478996
"APOBEC2"	"APOBEC2"	0.206872113684214	5.50279777754082	1.8924315693893	0.0614229844348367	0.441561407050661	-4.31698643875051
"FBXL13"	"FBXL13"	-0.275215742913875	4.97208653390816	-1.89242909272647	0.0614233179928855	0.441561407050661	-4.31699070912935
"ISX"	"ISX"	0.146304656832538	4.23029462747959	1.89242437043297	0.0614239539976914	0.441561407050661	-4.31699885151621
"RAB6B"	"RAB6B"	0.335393430870814	7.00807857802041	1.89235302160608	0.0614335640270378	0.441561407050661	-4.31712187202747
"LOC100422212"	"LOC100422212"	0.125063027727274	3.88589224191837	1.89208864885754	0.0614691836213446	0.441561407050661	-4.31757766936058
"KMT2E"	"KMT2E"	-0.309186666511959	9.37218248590816	-1.89190580464269	0.0614938288315219	0.441561407050661	-4.31789287130862
"LIM2"	"LIM2"	0.156651982377991	4.22789552165306	1.89179310932772	0.0615090229481982	0.441561407050661	-4.31808713077298
"TMEM253"	"TMEM253"	0.175121077861244	4.50842780906122	1.89136799318912	0.0615663675366286	0.441561407050661	-4.31881983192083
"COL13A1"	"COL13A1"	-0.43478154863636	7.57845892478571	-1.89131951595539	0.0615729095614731	0.441561407050661	-4.31890337430549
"NANOS3"	"NANOS3"	-0.197952712832533	6.29519703445918	-1.89122860000346	0.0615851802865914	0.441561407050661	-4.31906004737043
"GZMB"	"GZMB"	-0.755146118808611	4.91882253056122	-1.89115548723137	0.0615950496472589	0.441561407050661	-4.31918603563567
"NDUFA4"	"NDUFA4"	0.203869911722494	11.5821830665306	1.89096507049722	0.0616207598986702	0.441561407050661	-4.31951414150186
"LOC154761"	"LOC154761"	-0.384111118952154	6.72856229587755	-1.89082580448878	0.0616395694414021	0.441561407050661	-4.31975409054702
"SLC25A35"	"SLC25A35"	0.286627266210529	6.93975119987755	1.89073462096643	0.061651887482969	0.441561407050661	-4.31991118679244
"HSPA12B"	"HSPA12B"	-0.339913903330141	6.87945778554082	-1.89037178107331	0.0617009242640313	0.441755854707678	-4.32053623898389
"PEF1"	"PEF1"	-0.24632095112918	9.35777196712245	-1.89002565958126	0.0617477321521218	0.441934212066055	-4.32113238762461
"TRAT1"	"TRAT1"	-0.330557362952152	4.48860599569388	-1.88972068250305	0.0617890005917134	0.442015224691808	-4.32165758682646
"ZNF48"	"ZNF48"	0.216602353129185	7.15573336037755	1.88940454964382	0.0618318030612957	0.442015224691808	-4.32220191465213
"CREB3L3"	"CREB3L3"	-0.128918025401913	4.34302070468367	-1.88932398943512	0.0618427144080342	0.442015224691808	-4.32234061237919
"RPS5"	"RPS5"	0.249540898468901	13.0664179416327	1.88929491420461	0.0618466528528795	0.442015224691808	-4.32239066885635
"P3H1"	"P3H1"	-0.310283100263156	8.27331855043878	-1.88908886813315	0.0618745692860888	0.442048352933956	-4.32274538134313
"NTMT1"	"NTMT1"	0.259529573311005	6.95192268403061	1.88893744227487	0.0618950921761561	0.442048352933956	-4.32300604123139
"EPO"	"EPO"	0.190710806473686	5.32033086562245	1.88865608797357	0.0619332395816909	0.442088631181617	-4.32349030473051
"ATN1"	"ATN1"	-0.273355906660285	7.3863071105102	-1.88844346940091	0.0619620805640188	0.442088631181617	-4.32385621692393
"SLC6A2"	"SLC6A2"	0.428601741454545	5.69363270886735	1.88841130956192	0.0619664439187829	0.442088631181617	-4.3239115600306
"LOC642696"	"LOC642696"	0.146786176842105	4.0542370315	1.88794336873657	0.062029962007605	0.4423320383313	-4.3247167297776
"DSCR4"	"DSCR4"	0.225685932947369	5.07927854711224	1.88783710500233	0.0620443938223213	0.4423320383313	-4.3248995484464
"TFEC"	"TFEC"	-0.51277880513397	4.27536508394898	-1.88764233351423	0.0620708533145309	0.442364418236997	-4.32523461327597
"PPP1R14D"	"PPP1R14D"	0.15724479307177	5.41446578394898	1.88725547349054	0.0621234359432536	0.442463282730896	-4.32590003268787
"ODF3B"	"ODF3B"	-0.435586104827749	6.93290578360204	-1.88693710753304	0.0621667368202818	0.442463282730896	-4.32644754416572
"NUP58"	"NUP58"	-0.535645067947368	4.97941288062245	-1.88687895132654	0.0621746493705059	0.442463282730896	-4.32654754937476
"LINC00652"	"LINC00652"	0.214945441282298	4.84933368639796	1.88679084091462	0.0621866390077024	0.442463282730896	-4.32669905830195
"OPALIN"	"OPALIN"	0.145972957095696	4.28476774457143	1.88664910452026	0.0622059298840928	0.442463282730896	-4.32694276525406
"IFIH1"	"IFIH1"	-0.532143616818181	6.27644608659184	-1.88657321337972	0.0622162610310797	0.442463282730896	-4.327073248413
"EPOR"	"EPOR"	0.52575957625359	8.08659733893878	1.88635877431443	0.0622454606557937	0.442485836517374	-4.3274419172211
"MPP3"	"MPP3"	0.201909096880386	5.53695529268367	1.88622795403752	0.0622632797755211	0.442485836517374	-4.32766680756673
"WDR31"	"WDR31"	0.136125168354067	6.49491013967347	1.88510569584921	0.0624163194803604	0.44324999816459	-4.32959546523117
"PTPN6"	"PTPN6"	-0.505365908425836	7.7646173089898	-1.88506365629499	0.0624220584497894	0.44324999816459	-4.32966769171793
"CHAF1B"	"CHAF1B"	0.323497711880387	6.05938072111224	1.88476441030353	0.0624629223951274	0.44324999816459	-4.33018177132982
"PEX19"	"PEX19"	0.292041394698566	8.3456984117551	1.8847360422513	0.0624667973990166	0.44324999816459	-4.33023050135771
"IFNAR2"	"IFNAR2"	-0.264941220641145	7.28686528266326	-1.88451637779033	0.0624968098422675	0.44324999816459	-4.33060781327164
"RHPN1"	"RHPN1"	0.247803575913877	6.26447274388776	1.88447418355666	0.0625025761668941	0.44324999816459	-4.33068028455061
"NFRKB"	"NFRKB"	0.224853765889953	6.76909658903061	1.88396956308027	0.0625715729626844	0.443392628416209	-4.33154688603461
"FAM110B"	"FAM110B"	-0.348502015033492	5.98617222284694	-1.88389928669945	0.0625811869302824	0.443392628416209	-4.33166755697066
"AGRP"	"AGRP"	-0.156728262789472	5.61316742393878	-1.8838451464824	0.062588594280225	0.443392628416209	-4.33176051780785
"CYP2W1"	"CYP2W1"	-0.247571321440192	5.03075813966327	-1.88356609830115	0.0626267847411721	0.443507507519676	-4.33223961510031
"MSX1"	"MSX1"	-0.476004591478467	7.66210769207143	-1.88269628916545	0.0627459521854029	0.444175705884609	-4.33373256764555
"FBXW9"	"FBXW9"	0.271588235933018	6.68358972327551	1.88255626034045	0.0627651544955113	0.444175705884609	-4.33397285548289
"GATA2"	"GATA2"	-0.406266643492823	7.00578031782653	-1.88204248310079	0.0628356516172484	0.444368965874979	-4.33485434968685
"CSTF3"	"CSTF3"	0.423864313990433	6.33956805912245	1.88191765092146	0.0628527903004344	0.444368965874979	-4.3350684922598
"HNMT"	"HNMT"	-0.458861121588511	9.37827196636735	-1.88181118734071	0.0628674101899897	0.444368965874979	-4.33525111415756
"BEST4"	"BEST4"	-0.152647964751195	4.16626934092857	-1.88171565453488	0.062880531464051	0.444368965874979	-4.3354149778586
"CNOT11"	"CNOT11"	-0.203235826808614	8.47132114616327	-1.88141176383319	0.0629222856439816	0.444508397323234	-4.33593617858137
"PXDN"	"PXDN"	-0.587124026167462	7.13583488895918	-1.88030360830181	0.0630747419995089	0.445058515544804	-4.33783610845151
"MN1"	"MN1"	-0.533467020593299	6.51806464503061	-1.88004911781189	0.0631097977028035	0.445058515544804	-4.33827228556964
"CD4"	"CD4"	-0.410646344239233	8.12222939308163	-1.87991428629304	0.0631283771794557	0.445058515544804	-4.33850335428853
"PIK3CG"	"PIK3CG"	-0.568176507468897	6.38814309532653	-1.87990072517176	0.0631302461252084	0.445058515544804	-4.33852659393279
"CLSTN1"	"CLSTN1"	-0.330260690210523	9.8508802292551	-1.87988443163295	0.0631324917044978	0.445058515544804	-4.33855451590593
"GAK"	"GAK"	0.123192162832537	3.94906450445918	1.87979245515472	0.0631451691815143	0.445058515544804	-4.3387121303064
"GAPVD1"	"GAPVD1"	-0.297431667765547	7.71544483105102	-1.87958904061898	0.0631732141895678	0.445058515544804	-4.33906068387929
"GALNT7"	"GALNT7"	-0.611394280119614	6.08472830669388	-1.87956472896595	0.0631765667658853	0.445058515544804	-4.33910233989317
"ZNF137P"	"ZNF137P"	0.251429159076556	5.39628908320408	1.87932672735246	0.0632093950695684	0.445063286447688	-4.33951010972204
"LOC145694"	"LOC145694"	0.167021618483253	5.18168174971429	1.87924010445185	0.0632213467891553	0.445063286447688	-4.33965850948764
"MSS51"	"MSS51"	-0.287024694779903	4.72457344304082	-1.87857591715825	0.063313050494541	0.445553451231284	-4.34079616505788
"HTR3B"	"HTR3B"	0.172715214377991	4.43081934379592	1.87832195558992	0.0633481442153161	0.445645031264456	-4.34123106571602
"ZBTB20"	"ZBTB20"	-0.467568752349282	6.30930761697959	-1.8780260808431	0.0633890503010849	0.44575129481575	-4.34173767268623
"SEC22A"	"SEC22A"	0.47803086315311	6.67533522643878	1.87789326105401	0.0634074204734687	0.44575129481575	-4.34196506731052
"SIMC1"	"SIMC1"	0.346346062344496	7.27677882595918	1.877257811996	0.0634953706215621	0.446214159211347	-4.34305278441023
"CCDC71L"	"CCDC71L"	-0.422380152971293	7.16421300062245	-1.87626541856193	0.0636329288542236	0.446617107146808	-4.34475081254906
"MIR4300HG"	"MIR4300HG"	0.162011464282298	4.26813104710204	1.87625861796682	0.0636338723641959	0.446617107146808	-4.34476244579588
"CYP2A7"	"CYP2A7"	0.193015093349285	4.83972652887755	1.87623287006818	0.0636374447165958	0.446617107146808	-4.34480649036121
"EFEMP1"	"EFEMP1"	-0.638227712909088	9.99878338616326	-1.87613323560309	0.0636512699316629	0.446617107146808	-4.34497692062049
"LINC00589"	"LINC00589"	0.167172896851676	4.61933709291837	1.87599944656497	0.0636698383768558	0.446617107146808	-4.34520576099248
"ZNF641"	"ZNF641"	-0.30466432221531	5.56971124807143	-1.87571746592675	0.0637089890662164	0.446617107146808	-4.34568802724597
"PRF1"	"PRF1"	-0.498259945574165	6.99262468464286	-1.87545752371219	0.0637450977887738	0.446617107146808	-4.34613254217316
"SLC30A10"	"SLC30A10"	0.161906265430623	4.1050921167551	1.87544925565872	0.0637462465904833	0.446617107146808	-4.34614668004622
"ZNF599"	"ZNF599"	-0.274979551588515	4.78042780232653	-1.87535141877354	0.0637598418199013	0.446617107146808	-4.34631397084372
"IL3RA"	"IL3RA"	-0.286168782593299	6.37828485060204	-1.87506789964445	0.0637992528411862	0.446617107146808	-4.34679871316654
"WASIR2"	"WASIR2"	-0.460269843043059	4.58869040506122	-1.87505433672707	0.0638011386878002	0.446617107146808	-4.34682190044919
"FAM217A"	"FAM217A"	-0.118891620191388	3.89207840187755	-1.87493128934045	0.0638182498643113	0.446617107146808	-4.34703225625066
"LINC00518"	"LINC00518"	0.296250447291868	4.252459557	1.87468461411305	0.0638525645294707	0.44670236045002	-4.34745392169647
"FZD10-AS1"	"FZD10-AS1"	-0.219382470076553	5.5978254387551	-1.87415334110483	0.0639265217747564	0.447026755676171	-4.34836190286024
"NLE1"	"NLE1"	0.275333181832541	5.93084389332653	1.87403337712414	0.0639432316126	0.447026755676171	-4.34856689638083
"LOC780529"	"LOC780529"	-0.15369984275598	4.10184220591837	-1.87333588537489	0.0640404581371273	0.447522979662296	-4.34975852432067
"PAXBP1-AS1"	"PAXBP1-AS1"	-0.170093094052629	5.40653988758163	-1.87320613281835	0.0640585586010194	0.447522979662296	-4.34998015444609
"MAP4K5"	"MAP4K5"	-0.325665611961722	7.99420030286735	-1.87301195340289	0.0640856546168326	0.447557358869042	-4.35031180544147
"MCTP2"	"MCTP2"	-0.195285568961722	5.82208152703061	-1.87261916177209	0.0641404945899483	0.44778540377341	-4.35098258120071
"DAPL1"	"DAPL1"	0.653246421153111	9.51135393676531	1.87242765221888	0.0641672466424259	0.447817267975132	-4.35130957752464
"LOXL1"	"LOXL1"	-0.669437209047848	8.62178563709184	-1.87226730805656	0.0641896523829987	0.447818788125152	-4.35158333615187
"RELT"	"RELT"	0.180287562794259	6.22206077571429	1.87192397490492	0.0642376502067349	0.447998788570328	-4.35216944237447
"SCART1"	"SCART1"	0.155966763090908	5.58305884713265	1.87058012614665	0.0644258091536016	0.449019705381668	-4.3544625783441
"GPN3"	"GPN3"	0.286375912535885	8.20607442852041	1.87044116454467	0.0644452921877579	0.449019705381668	-4.35469961467543
"LINC01992"	"LINC01992"	0.186657317019141	4.3729205115102	1.87040203160913	0.0644507796903677	0.449019705381668	-4.35476636346481
"TACR1"	"TACR1"	-0.260202424832533	6.1095168119898	-1.87016653146511	0.0644838114912739	0.449053163522017	-4.35516802720439
"LRIF1"	"LRIF1"	-0.428845481717703	7.10705144491837	-1.87005058006997	0.0645000803176103	0.449053163522017	-4.35536577409061
"GLCE"	"GLCE"	0.487139895267943	7.07472500354082	1.86959516605671	0.0645640115199928	0.449206922786874	-4.35614234057693
"HELZ2"	"HELZ2"	-0.177330095626792	5.66607884241837	-1.86931485377698	0.0646033882692571	0.449206922786874	-4.35662023864241
"MAN1C1"	"MAN1C1"	-0.36961231278947	7.33098249746939	-1.86914041918629	0.0646279020526349	0.449206922786874	-4.35691759474524
"PPT1"	"PPT1"	-0.253576711660283	10.6881273712551	-1.86913251339672	0.0646290132601032	0.449206922786874	-4.3569310710209
"SERPINA3"	"SERPINA3"	0.67314566178469	6.90163940334694	1.86910095512624	0.0646334491291227	0.449206922786874	-4.35698486498941
"COX17"	"COX17"	0.239130951741627	4.84647607335714	1.8686096010793	0.0647025473732356	0.449474960881708	-4.35782231459307
"LINC00494"	"LINC00494"	0.233243926105263	4.85166764314286	1.86851004480036	0.0647165553347987	0.449474960881708	-4.35799197059521
"DDB2"	"DDB2"	0.350964743205738	8.68160577629592	1.86787105822288	0.064806523782936	0.449944984351908	-4.35908068216411
"KCTD15"	"KCTD15"	-0.472201825607655	9.04398191728571	-1.86744208675566	0.0648669811616813	0.450209862718781	-4.35981137451368
"TSTD1"	"TSTD1"	0.350943448846891	9.37668842693878	1.86692270637572	0.0649402436171174	0.450500191844769	-4.36069585771073
"PTPN22"	"PTPN22"	-0.422317277985646	4.79595228946939	-1.86675607665413	0.0649637626582463	0.450500191844769	-4.36097957293203
"SYCE1"	"SYCE1"	-0.154680694904304	3.93635502270408	-1.86667099301702	0.0649757745855484	0.450500191844769	-4.36112443313925
"PLPPR1"	"PLPPR1"	0.49812275595694	4.73304962764286	1.86641655123293	0.065011707239364	0.45059453544371	-4.36155759969083
"COL23A1"	"COL23A1"	-0.389133788296649	6.13569115306122	-1.8662464980634	0.0650357316848409	0.450606307104409	-4.36184707097016
"OR7A10"	"OR7A10"	0.112758532732057	3.98414827239796	1.86571585045858	0.0651107473170513	0.450831114806321	-4.36275020343861
"ME1"	"ME1"	-0.539770763540668	7.42342912229592	-1.86560053294575	0.0651270588981514	0.450831114806321	-4.36294643592035
"CPNE2"	"CPNE2"	-0.360612912459327	8.85895998343878	-1.86554306091573	0.0651351895543393	0.450831114806321	-4.36304423022033
"YTHDC1"	"YTHDC1"	-0.283129490028706	5.93705188556122	-1.86512528155988	0.0651943189981224	0.451016693501269	-4.3637550389439
"LINC00955"	"LINC00955"	0.123626825966509	3.90007592504082	1.86488128260755	0.0652288736225297	0.451016693501269	-4.36417010993645
"SLC7A8"	"SLC7A8"	-0.355883315660287	8.05682440930612	-1.86468117904188	0.0652572233206066	0.451016693501269	-4.36451047216546
"FBL"	"FBL"	0.233493596813402	10.9917777005714	1.86461991326327	0.0652659052206972	0.451016693501269	-4.36461467422451
"HINT2"	"HINT2"	0.208589731856462	9.38534661094898	1.86443894507547	0.0652915556548355	0.451016693501269	-4.3649224500144
"LOC389906"	"LOC389906"	0.604706814358853	4.67514251215306	1.86435244955693	0.0653038185128283	0.451016693501269	-4.36506954469714
"VPS9D1-AS1"	"VPS9D1-AS1"	0.187017706464119	6.32973540042857	1.86424943295294	0.0653184261558841	0.451016693501269	-4.36524472696854
"MYO1F"	"MYO1F"	-0.480221598468896	6.80155046168367	-1.8637997698432	0.0653822199431761	0.45110334005441	-4.36600928518129
"BAP1"	"BAP1"	-0.283561892880382	8.76429573938776	-1.86376137731216	0.0653876691152454	0.45110334005441	-4.36607455574751
"HIGD1A"	"HIGD1A"	-0.264581559344496	11.2294955589082	-1.86357440289818	0.0654142124152549	0.45110334005441	-4.36639241034429
"TRIM25"	"TRIM25"	-0.33955134864593	9.30539439057143	-1.86353098529867	0.0654203773640816	0.45110334005441	-4.36646621559501
"CAV2"	"CAV2"	-0.474438321143537	9.30742184888775	-1.86272666492817	0.0655346723858235	0.451672131422212	-4.36783318569159
"GIHCG"	"GIHCG"	0.433018431516748	7.28152499392857	1.86263560329713	0.0655476228972728	0.451672131422212	-4.36798791361552
"LIN54"	"LIN54"	0.179486209660289	4.36903114938776	1.86245838748561	0.0655728321399257	0.45169162835499	-4.36828901085271
"IFITM10"	"IFITM10"	-0.351866806057414	5.59870686818367	-1.86201981224824	0.0656352550980561	0.451878954484454	-4.36903405481955
"PIK3C2A"	"PIK3C2A"	0.236153423899522	6.48181576053061	1.86192630226408	0.0656485709226661	0.451878954484454	-4.36919288692825
"KRCC1"	"KRCC1"	-0.434499796143538	7.98106104583673	-1.86179554992754	0.0656671938514048	0.451878954484454	-4.36941496493385
"GMFG"	"GMFG"	-0.581138441483253	7.73421468346939	-1.86129124192945	0.0657390633812834	0.452219330683178	-4.37027137808533
"NXPE1"	"NXPE1"	0.189284783234451	4.5078642992551	1.86087359141489	0.065798633084754	0.452474893202586	-4.37098046725438
"PLBD1"	"PLBD1"	-0.48952530143062	8.53428049065306	-1.86059581817477	0.0658382770353542	0.452495039859634	-4.37145199044668
"CYP11B2"	"CYP11B2"	0.281588262167466	5.91377055228571	1.86053890610402	0.0658464020248598	0.452495039859634	-4.37154859127619
"CCDC88A"	"CCDC88A"	-0.645725353535886	6.14623194284694	-1.86004293522595	0.0659172442967462	0.452772441593775	-4.37239032137816
"GFI1"	"GFI1"	0.505484815569379	5.78945504154082	1.85994223382575	0.0659316358244119	0.452772441593775	-4.37256119997098
"ATP6V1B1"	"ATP6V1B1"	0.360544869492824	5.54502842857143	1.85938864805243	0.0660107973355005	0.453161878442995	-4.37350041772306
"VASH2"	"VASH2"	0.839540080081341	4.86022206145918	1.85885835250225	0.0660867029737092	0.453528706602643	-4.37439987817856
"PIR"	"PIR"	-0.540919561799041	7.03052815723469	-1.85849818487864	0.0661382984171855	0.453728510181528	-4.37501064070219
"LOC100129098"	"LOC100129098"	-0.148663445497605	6.2335653662551	-1.85820620034698	0.0661801510965795	0.453787564253962	-4.37550569969182
"GAS2L1"	"GAS2L1"	-0.428054772588515	9.01728575239796	-1.85798219286293	0.0662122750552877	0.453787564253962	-4.3758854549202
"FOSL2"	"FOSL2"	-0.56773799500957	9.01950777347959	-1.85774223687398	0.0662467005930089	0.453787564253962	-4.37629220025495
"CRPPA-AS1"	"CRPPA-AS1"	0.107869485090911	3.92052169930612	1.85766868514736	0.066257255766787	0.453787564253962	-4.37641686679378
"NOTCH3"	"NOTCH3"	-0.458859567229659	8.83373945028571	-1.85754891255696	0.0662744469605473	0.453787564253962	-4.37661986562215
"TINAG"	"TINAG"	0.308753549014357	4.66656697743878	1.85749763252869	0.0662818084239549	0.453787564253962	-4.37670677483477
"ITGAL"	"ITGAL"	-0.655025226966508	5.27873459134694	-1.85708548227446	0.0663409991717461	0.453938955176224	-4.37740520489706
"NBPF8"	"NBPF8"	0.144308379535886	3.7742822187449	1.85703046758695	0.0663489034221801	0.453938955176224	-4.37749842195332
"SLC22A5"	"SLC22A5"	0.317211689449764	6.62084261185714	1.85673853242439	0.0663908604713325	0.454045321700215	-4.37799303497172
"TUBB6"	"TUBB6"	-0.448347871387559	9.62513833485714	-1.85660928483376	0.0664094430787809	0.454045321700215	-4.37821199051461
"HSD17B7"	"HSD17B7"	0.237813264287082	8.69812328610204	1.85624093638979	0.0664624263472872	0.454050579303082	-4.3788359241383
"CAMK1"	"CAMK1"	-0.290154354808612	6.21511771747959	-1.85614284473246	0.0664765418192065	0.454050579303082	-4.37900205910766
"LOR"	"LOR"	-0.877635915976074	10.7712571332959	-1.85613478232693	0.0664777021176538	0.454050579303082	-4.37901571380609
"ARHGAP31"	"ARHGAP31"	-0.260970604220097	5.87629140105102	-1.85554962033996	0.0665619607572055	0.454472278065858	-4.38000661249669
"SLC12A1"	"SLC12A1"	0.0821522582966527	3.50132931981633	1.85512134763868	0.0666236851910196	0.454627354099657	-4.38073165526363
"MIOS"	"MIOS"	-0.241306402875598	5.28821034759184	-1.85499722147024	0.0666415837132733	0.454627354099657	-4.38094176523024
"MIA2"	"MIA2"	-0.264967522483253	4.39264574737755	-1.85480467416345	0.0666693562612381	0.454627354099657	-4.38126766675551
"TGFBR1"	"TGFBR1"	-0.452009646674635	6.59199030384694	-1.8547671192118	0.0666747742226123	0.454627354099657	-4.38133122782314
"LINC01815"	"LINC01815"	0.1152552529378	3.76709981381633	1.85457261630547	0.0667028405753511	0.454665123719119	-4.38166040134101
"AZIN2"	"AZIN2"	-0.154137703373204	5.50954893423469	-1.85403002703433	0.0667811872730207	0.454691065885278	-4.38257850135835
"C3P1"	"C3P1"	0.187532323851675	4.94424109579592	1.85392261213433	0.0667967064736523	0.454691065885278	-4.3827602255557
"OPLAH"	"OPLAH"	-0.337963288086122	6.63940926810204	-1.85388957535187	0.0668014802023106	0.454691065885278	-4.3828161151202
"SIPA1L1"	"SIPA1L1"	-0.318280115846887	6.33874952841837	-1.85377226874812	0.0668184330046609	0.454691065885278	-4.38301455964433
"IL21R"	"IL21R"	-0.447578303822964	4.41380702392857	-1.85370121863383	0.0668287027055779	0.454691065885278	-4.38313474761074
"SPI1"	"SPI1"	-0.322001523377988	5.43860586430612	-1.85360571812518	0.0668425085860959	0.454691065885278	-4.38329628899699
"ATP8A2"	"ATP8A2"	-0.672113072119616	6.09118921026531	-1.85337793277557	0.0668754476440643	0.454691065885278	-4.38368156219818
"AKIP1"	"AKIP1"	0.242498009765553	7.97157408212245	1.85328130579806	0.0668894245541088	0.454691065885278	-4.38384498256265
"TTC17"	"TTC17"	0.340126011507179	7.84001951864286	1.85309595664102	0.0669162417960149	0.454691065885278	-4.38415843219696
"CHRD"	"CHRD"	-0.268839184688994	6.02807017240816	-1.85298755072314	0.0669319306716128	0.454691065885278	-4.38434174729423
"DLX5"	"DLX5"	-0.465935486636363	6.12717715092857	-1.85262671199432	0.0669841746445844	0.454742061187592	-4.3849518562612
"MORC2"	"MORC2"	0.312211887377993	8.08695727018367	1.85262447089955	0.0669844992276029	0.454742061187592	-4.38495564517773
"STX11"	"STX11"	-0.430096288464112	5.54200025968367	-1.85207612322778	0.0670639572393129	0.455103626263088	-4.3858825838156
"CEP57L1"	"CEP57L1"	0.271471609296652	4.44321880112245	1.85194577907663	0.0670828562717479	0.455103626263088	-4.38610288293591
"DENND2D"	"DENND2D"	-0.562678513311003	6.84077000257143	-1.85164838181235	0.0671259935592814	0.455243255378688	-4.3866054704379
"IL19"	"IL19"	0.148193309760768	4.6486207102551	1.85134850685938	0.067169513709599	0.455385386362391	-4.38711216934697
"RFC4"	"RFC4"	0.395861079110045	8.47942071144898	1.85079513944622	0.0672498845441647	0.455636203343241	-4.38804699488082
