"Gene"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"GUSBP11"	"GUSBP11"	1.49943916775001	8.94198509756122	8.13582984796406	1.24995792349088e-12	4.27084827658988e-12	17.557631331131
"COQ4"	"COQ4"	0.948636188340076	6.80582138930612	8.13562542262341	1.25122077047512e-12	4.27443954138446e-12	17.5566276871999
"CREB3"	"CREB3"	-0.523964283984373	8.08624571488775	-8.1353634322497	1.25284108578354e-12	4.27925057274822e-12	17.5553414299597
"FSTL1"	"FSTL1"	-1.87306444845219	11.1001907334898	-8.13482382439072	1.2561849509726e-12	4.28994600092726e-12	17.5526922187815
"QRICH1"	"QRICH1"	-0.493125129851096	8.8281986832449	-8.13427647503879	1.25958586837094e-12	4.30083261399605e-12	17.5500050357794
"ZNF713"	"ZNF713"	0.858307071057909	4.6371069365102	8.13263128886644	1.26986341305553e-12	4.33519168905613e-12	17.5419282934678
"PDGFRB"	"PDGFRB"	-1.48804043474724	9.14688423011225	-8.13134674286486	1.27794604139741e-12	4.36204717631049e-12	17.5356222710132
"RP9"	"RP9"	0.931539594590078	7.4058225157551	8.13116597269029	1.27908758893647e-12	4.3652054121584e-12	17.5347348597063
"RORA-AS1"	"RORA-AS1"	0.444581831624085	4.62989353541837	8.13106844964987	1.27970385984308e-12	4.36657024568267e-12	17.534256115032
"TARDBP"	"TARDBP"	0.937718225173712	8.25881857311225	8.13100088227131	1.28013100729267e-12	4.36728940503515e-12	17.533924424612
"RGCC"	"RGCC"	-1.47576396475918	8.80859428003061	-8.13078496000844	1.2814969766466e-12	4.37121066075011e-12	17.5328644589492
"PBLD"	"PBLD"	0.805165198220591	5.97099604520408	8.12972568497965	1.28821922622269e-12	4.39339787814337e-12	17.5276645417668
"SLC12A5"	"SLC12A5"	0.836618383243569	4.40990097656122	8.12945601120487	1.28993619910293e-12	4.39851027310262e-12	17.5263407507152
"LAMA3"	"LAMA3"	-1.04032244868842	8.08969534696939	-8.12697237984543	1.30585663266844e-12	4.45204466505863e-12	17.5141493553054
"SH2D5"	"SH2D5"	1.16264799375001	5.22083749755102	8.12654981731785	1.30858472885823e-12	4.46059205920381e-12	17.5120751964949
"ASB13"	"ASB13"	-0.905063904587311	8.34560780141837	-8.12512172209365	1.31784668992149e-12	4.49140488731601e-12	17.5050655121087
"LOC105374419"	"LOC105374419"	0.256548237840076	3.65478350471429	8.12463473545524	1.32101996025296e-12	4.50145970923274e-12	17.5026752348925
"C10orf143"	"C10orf143"	-0.639094945565255	6.0027744505102	-8.12457886534451	1.32138450356807e-12	4.50194183583968e-12	17.5024010093513
"RAB11B"	"RAB11B"	-0.384088598056064	6.66188331580612	-8.12435973819107	1.32281523946636e-12	4.50605569251468e-12	17.5013254778866
"SARS"	"SARS"	-0.570058876468734	10.069783111898	-8.12279731273655	1.33306151427413e-12	4.54019246415707e-12	17.4936568643873
"EFCAB2"	"EFCAB2"	1.22023753350184	4.64346141017347	8.12223328275391	1.33677976417138e-12	4.55208806820838e-12	17.4908885938312
"PRRG3"	"PRRG3"	-1.68540135134191	6.29737530373469	-8.12219185487829	1.33705327555256e-12	4.55225139346782e-12	17.4906852664742
"NME4"	"NME4"	0.783106741474274	8.50010221891837	8.12156909515495	1.34117152474238e-12	4.56550259468299e-12	17.4876287962641
"CLK2"	"CLK2"	0.605838787839149	8.64109609669388	8.11872962166614	1.36010934666984e-12	4.62918835477864e-12	17.4736934039213
"RDH16"	"RDH16"	-0.542953071552388	5.97721352633673	-8.11843181148653	1.36211094968012e-12	4.63521923746314e-12	17.4722318853026
"MTF2"	"MTF2"	0.975165345536768	5.78449947177551	8.11454451115121	1.38850835674671e-12	4.72425221918726e-12	17.4531557334861
"SPIC"	"SPIC"	0.402259478130516	3.80088372106122	8.11421443171645	1.39077314477033e-12	4.73116035410408e-12	17.4515360177319
"SERHL2"	"SERHL2"	-1.30986174889062	6.79295787814286	-8.10944305486408	1.42392506141755e-12	4.8431209158393e-12	17.4281241002979
"LRRC15"	"LRRC15"	-2.15977111816819	7.7893120924898	-8.10867123016767	1.42936120734895e-12	4.86079144868137e-12	17.4243372121841
"GAS8"	"GAS8"	0.49010026019762	7.54899773654082	8.10784689044267	1.435190051885e-12	4.87979124278889e-12	17.420292742954
"MEIOC"	"MEIOC"	1.07046404925368	5.48437047466327	8.10709115737397	1.44055457577056e-12	4.89720616519745e-12	17.4165849513447
"SLC7A9"	"SLC7A9"	0.639860141772981	5.01017800519388	8.10621847316843	1.44677411319382e-12	4.91752137531001e-12	17.4123034574504
"MAPRE2"	"MAPRE2"	-0.549692964556984	9.49257343643878	-8.10510497376477	1.45474875377837e-12	4.94379425787317e-12	17.4068406283989
"RAB25"	"RAB25"	-1.84135585358548	9.74868519058163	-8.10378972524121	1.46422467449104e-12	4.97515936115363e-12	17.4003882105689
"MTX2"	"MTX2"	1.09947166327299	8.76447622767347	8.10368728956713	1.46496526333283e-12	4.97683789090162e-12	17.3998856848209
"MYOM1"	"MYOM1"	-0.500718638836394	5.44955021978571	-8.10313123820268	1.46899191226026e-12	4.98967751012266e-12	17.3971578474065
"FGD1"	"FGD1"	0.789117195082729	7.3287515779898	8.10284267445177	1.47108588954095e-12	4.99594926949435e-12	17.3957422465001
"C11orf58"	"C11orf58"	-0.757986958752747	10.0111615422245	-8.101265820175	1.48258101379611e-12	5.03414074721515e-12	17.3880068844836
"KRTAP4-12"	"KRTAP4-12"	-2.42052997884007	5.49907453633673	-8.10029851477412	1.48967679534403e-12	5.05738381167849e-12	17.3832618531664
"CDKN1C"	"CDKN1C"	1.52452517806066	7.56305749347959	8.09999407598608	1.49191702966245e-12	5.06413747219595e-12	17.3817684789609
"HLA-DPB2"	"HLA-DPB2"	0.704538404415441	3.96566135776531	8.09989917899641	1.4926160213762e-12	5.06565817377432e-12	17.3813029797402
"ARRB2"	"ARRB2"	0.989434454348346	6.63650675836735	8.09769346285558	1.50895505887751e-12	5.12024881528661e-12	17.3704835638766
"SRSF8"	"SRSF8"	-0.844876132490807	7.62886823147959	-8.09701790892771	1.51399481661706e-12	5.13648636473055e-12	17.3671699739333
"LIPC"	"LIPC"	-0.701701300820765	5.15488373162245	-8.09658947419328	1.51719970026939e-12	5.14649437824152e-12	17.3650685315479
"MAD2L1BP"	"MAD2L1BP"	0.578203239886955	8.26071687421429	8.09651778337328	1.51773663902041e-12	5.14745061088035e-12	17.3647168952677
"RAB5B"	"RAB5B"	-0.648307146590991	9.05827038270408	-8.09616439192587	1.52038618151424e-12	5.15557027915018e-12	17.3629835547802
"ANAPC7"	"ANAPC7"	1.20180424117555	6.47495046160204	8.09447564137025	1.53311126573645e-12	5.19784724951433e-12	17.3547006555111
"ENPP1"	"ENPP1"	-1.11957326698162	6.81051167684694	-8.09408201004603	1.53609256547249e-12	5.20708032397232e-12	17.352770042043
"ABHD17B"	"ABHD17B"	-0.675804139228859	6.36568542709184	-8.093995282257	1.53675020326002e-12	5.20843481988195e-12	17.3523446774159
"NAV2"	"NAV2"	1.07461010838235	8.89983101865306	8.09147355477582	1.55599496979402e-12	5.27277476080468e-12	17.3399770267983
"PTPRF"	"PTPRF"	-1.33844647260845	10.826196959551	-8.09120961928914	1.55802303437319e-12	5.27876093717545e-12	17.3386826168605
"INPP5B"	"INPP5B"	-0.56832449457628	6.17552737880612	-8.0901606938673	1.56610896119974e-12	5.30526639206015e-12	17.3335384909982
"KLF7"	"KLF7"	1.2179683276774	8.20215091044898	8.08812379018013	1.58193052264615e-12	5.35796337280874e-12	17.3235495184423
"EIF3K"	"EIF3K"	-0.468144309165433	11.2486530769286	-8.08542958268701	1.60310236737203e-12	5.42876091957545e-12	17.3103379066541
"ARHGEF4"	"ARHGEF4"	-1.18258205345129	7.08036950135714	-8.08315326220676	1.62121004390914e-12	5.48915992555245e-12	17.2991761828917
"BYSL"	"BYSL"	0.901999072549639	8.01674830239796	8.08281115933674	1.62394894937671e-12	5.49751117834118e-12	17.2974987683894
"UCKL1"	"UCKL1"	0.819179626453129	8.56532276157143	8.08181202631536	1.63197449834333e-12	5.52375336241213e-12	17.2925998555299
"BICDL2"	"BICDL2"	-0.948801945595585	6.30618078491837	-8.08100050377161	1.63852211595641e-12	5.54498522239239e-12	17.2886209175874
"PAQR8"	"PAQR8"	0.86448649579596	6.34112927876531	8.07973544450703	1.648781210706e-12	5.57876800933430e-12	17.2824184261655
"CYSTM1"	"CYSTM1"	-0.70103611935569	9.43221958095918	-8.07836408860904	1.65997457370304e-12	5.61570010409796e-12	17.2756949920769
"MUC7"	"MUC7"	-2.39021019535845	5.66110690320408	-8.07803195230937	1.66269691740188e-12	5.62396713321974e-12	17.2740666409778
"TTC13"	"TTC13"	0.649239862444857	8.05502313782653	8.07766994371779	1.66566917107847e-12	5.63260948759384e-12	17.2722918516453
"TRMT6"	"TRMT6"	1.03569948004045	7.79554022771429	8.07765279039193	1.66581013880234e-12	5.63260948759384e-12	17.2722077558646
"TNS2"	"TNS2"	-1.05676577584466	7.41172505883673	-8.07734027840131	1.66838047358836e-12	5.64035562787837e-12	17.2706756429994
"ARHGEF7"	"ARHGEF7"	-0.973501686761945	5.56236639054082	-8.07707056794692	1.67060195030662e-12	5.64691997371268e-12	17.2693533774421
"CNTRL"	"CNTRL"	0.957225713136036	5.6190441429898	8.07572468251835	1.68173145846162e-12	5.68358774717529e-12	17.2627552576333
"AK9"	"AK9"	0.832206798019307	4.93408561189796	8.07545160464266	1.68399860889973e-12	5.6902969903605e-12	17.261416537482
"CCNA1"	"CCNA1"	1.5794611274182	4.66157362915306	8.07517419917052	1.68630480352169e-12	5.69713589713396e-12	17.2600566113849
"MOB1A"	"MOB1A"	-0.782403076596499	7.02758762004082	-8.07417418209396	1.69464451722921e-12	5.72435318681793e-12	17.255154301791
"RAB3A"	"RAB3A"	0.66608916701011	5.79047319506122	8.07350054018169	1.70028553596684e-12	5.74244694986928e-12	17.2518520264031
"LYPLAL1"	"LYPLAL1"	-1.02719626270772	7.36302725393878	-8.07323662654223	1.70250061892424e-12	5.74896603509252e-12	17.2505583045735
"ZNF16"	"ZNF16"	-0.520196162044113	6.74419012326531	-8.07227545500717	1.7105922475611e-12	5.77532340791666e-12	17.245846651755
"LOC497256"	"LOC497256"	0.208340348674634	3.7158545364898	8.07210803941836	1.71200554681274e-12	5.77912827417987e-12	17.2450259939376
"INSIG2"	"INSIG2"	-0.896591795731615	8.15340075869388	-8.07182836872041	1.71436908167552e-12	5.78613899255133e-12	17.243655078271
"GAGE1"	"GAGE1"	0.917284044836397	4.43727569309184	8.0715081572625	1.71707922125259e-12	5.79431699089466e-12	17.2420854480106
"CFTR"	"CFTR"	-1.02811285780514	5.55055475621429	-8.07023415039317	1.72790420672149e-12	5.8298713815212e-12	17.2358405759112
"DNM1P46"	"DNM1P46"	0.432400386126838	4.70035345133673	8.06999219389198	1.72996772721452e-12	5.83585803750135e-12	17.2346545865809
"KRTAP4-9"	"KRTAP4-9"	-2.91612943008088	6.72710106017347	-8.06968967103236	1.73255123827277e-12	5.84359653109281e-12	17.2331717315205
"ATP8B4"	"ATP8B4"	-0.602414288043198	4.72367137904082	-8.06941152229048	1.73492998626646e-12	5.85064192361168e-12	17.2318083593392
"CXCL2"	"CXCL2"	1.52146249722151	4.9743664082551	8.06828603968605	1.74458843582814e-12	5.8822299365719e-12	17.2262917982775
"VAT1"	"VAT1"	-0.773945831238962	10.0372291135612	-8.06824250514598	1.74496310556468e-12	5.88251049935057e-12	17.226078416563
"ZBTB17"	"ZBTB17"	-0.551732391959557	5.68294528333673	-8.06804901901382	1.74662926768206e-12	5.88714403968388e-12	17.2251300597164
"ZBED6CL"	"ZBED6CL"	0.839259832518389	6.26419616181633	8.06679206171521	1.75749190419397e-12	5.92276825886575e-12	17.2189692965352
"EEF1AKMT3"	"EEF1AKMT3"	-0.89979334193198	6.80652185758163	-8.0662053756568	1.76258504675384e-12	5.93859597497162e-12	17.2160938211863
"SPATS2L"	"SPATS2L"	-1.51311695074264	9.77877236003061	-8.06618329563476	1.76277701461899e-12	5.93859597497162e-12	17.2159856030517
"IQCH"	"IQCH"	1.01494297331618	4.1852198835	8.06300052991628	1.79066744992006e-12	6.03154892218568e-12	17.2003869314645
"DCC"	"DCC"	1.47629850732721	4.08662241635714	8.06271451930623	1.79319515765208e-12	6.03905520889238e-12	17.198985260671
"MAPK1IP1L"	"MAPK1IP1L"	-0.676382741524813	5.55916351155102	-8.06248473131618	1.79522855364483e-12	6.04489454424652e-12	17.1978591310836
"F2R"	"F2R"	-1.68486963288051	8.05295894614286	-8.06128545597427	1.80587826335913e-12	6.07973994818639e-12	17.1919819092491
"ABHD3"	"ABHD3"	0.734650456371324	7.37957384544898	8.06102181703841	1.8082278286156e-12	6.0866348006919e-12	17.1906899325656
"LINC01359"	"LINC01359"	0.576859810482538	4.57181499533673	8.05892859182551	1.82699109762754e-12	6.1487679378717e-12	17.1804322773296
"ANKRD44-IT1"	"ANKRD44-IT1"	0.277617753042283	3.76648681708163	8.05823196335758	1.83327842848133e-12	6.16889938680204e-12	17.1770186352972
"PCDH11X"	"PCDH11X"	0.274735774784929	3.90715564444898	8.05454485942337	1.86691636980543e-12	6.2810423556898e-12	17.1589519727329
"ZBTB48"	"ZBTB48"	0.779864551864897	6.89056888073469	8.05411274310737	1.87089863246505e-12	6.29339118317368e-12	17.1568347309959
"XK"	"XK"	1.13190191568199	5.21078835353061	8.05278308586997	1.883205501435e-12	6.33373381694095e-12	17.1503199513349
"PKD1L2"	"PKD1L2"	-0.998078464663597	5.92877103238775	-8.05250238262758	1.88581388279927e-12	6.34144978282866e-12	17.1489446478568
"NIPSNAP1"	"NIPSNAP1"	0.974364308078135	7.38002403586735	8.0517081436661	1.89321369793879e-12	6.36527270789583e-12	17.1450533332564
"NMRK1"	"NMRK1"	-0.935567064673702	8.81606110587755	-8.04801417855048	1.92801150971257e-12	6.48118859102743e-12	17.126956063953
"RMDN1"	"RMDN1"	-0.904141512949446	7.7376157195	-8.04643019599925	1.94312726778752e-12	6.53091384608751e-12	17.1191964282427
"LOC100289333"	"LOC100289333"	0.670571381232542	6.96877771119388	8.0460674708041	1.94660527862832e-12	6.54151420888367e-12	17.1174195493256
"DENND1A"	"DENND1A"	1.00699785181526	5.65284613754082	8.04590541525693	1.94816115949213e-12	6.54565285201092e-12	17.1166256944938
"SPTSSA"	"SPTSSA"	-1.20752781817278	8.93905270080612	-8.04466321011596	1.9601286464594e-12	6.58476639006161e-12	17.1105406648955
"BTBD17"	"BTBD17"	0.498961489432911	5.03078820556122	8.04351196903203	1.97128510874787e-12	6.62114284404364e-12	17.1049014022894
"USP24"	"USP24"	-0.562964054287682	7.3895943679898	-8.04280749069012	1.97814322873117e-12	6.64307234367406e-12	17.1014506535347
"COL4A3BP"	"COL4A3BP"	-1.31917214815624	7.21093601588776	-8.04195085099435	1.9865146523504e-12	6.67007573255501e-12	17.0972546564214
"XPNPEP1"	"XPNPEP1"	-0.882921846740802	8.12886375321429	-8.04190311452906	1.98698218806049e-12	6.67053584524698e-12	17.0970208361305
"PIN1"	"PIN1"	0.88063826403677	8.31785875136735	8.0407402532446	1.99840526358442e-12	6.70776874021694e-12	17.0913250576388
"PIP5K1C"	"PIP5K1C"	0.712833108158089	7.818132038	8.03996435670714	2.00606342537515e-12	6.73235419260836e-12	17.0875247551687
"SH3GL1"	"SH3GL1"	-0.572832702233452	8.71456002418367	-8.03944830765742	2.01117304075375e-12	6.74837996367961e-12	17.0849972147331
"STRN"	"STRN"	-0.805875580119483	7.94630269205102	-8.03894814825195	2.01613768894751e-12	6.76391405851523e-12	17.0825475317369
"PLPBP"	"PLPBP"	-1.15198334730698	6.99470751129592	-8.03803871326908	2.02519613934489e-12	6.79317495103836e-12	17.0780933778386
"CA14"	"CA14"	-0.526569092336389	5.46767746460204	-8.03729988198593	2.03258510506165e-12	6.81682704809891e-12	17.0744748692017
"SCAMP1"	"SCAMP1"	-1.45971809741727	6.76456115928571	-8.03720495586129	2.03353639358258e-12	6.81888437143664e-12	17.0740099629131
"KLK4"	"KLK4"	-0.564216334983453	5.39120045433673	-8.03673161267903	2.03828655322357e-12	6.8336773261979e-12	17.0716917537765
"SELENOI"	"SELENOI"	-0.463819567510106	5.02935290161224	-8.03573153335101	2.0483590410446e-12	6.86630634868015e-12	17.066793935334
"ARHGEF19"	"ARHGEF19"	0.997839449579967	7.18493775918367	8.03538217520892	2.0518893323728e-12	6.87699807294589e-12	17.0650830081074
"LTB4R2"	"LTB4R2"	-0.52350990298621	5.36638029330612	-8.03521387669107	2.05359216301742e-12	6.88156244831156e-12	17.0642587977705
"LOC101928748"	"LOC101928748"	0.392641104835476	4.13178923267347	8.03373643983618	2.06860125532862e-12	6.93070702793784e-12	17.0570234824626
"LAGE3"	"LAGE3"	0.806695169444859	7.19409177973469	8.03366562909011	2.06932334848308e-12	6.93197562530026e-12	17.0566767144614
"TEX45"	"TEX45"	0.540581920811587	5.34929219012245	8.03241611177897	2.08210666843376e-12	6.97364070511096e-12	17.0505577954086
"TRIM71"	"TRIM71"	0.710920719331807	4.36761571295918	8.02979304127873	2.10919855713139e-12	7.06320797719973e-12	17.0377131941384
"CXCL16"	"CXCL16"	-1.15605994153124	7.2437741615	-8.02970527214725	2.11011110570879e-12	7.06509164673531e-12	17.0372834230327
"ITGAE"	"ITGAE"	0.648154239790451	9.80811799685714	8.02745888158398	2.13360138236662e-12	7.14255709077883e-12	17.0262840601035
"CMAHP"	"CMAHP"	-1.26800131490625	6.92688149836735	-8.02697404434209	2.13870532906814e-12	7.15845599611647e-12	17.0239101577861
"DNAJB2"	"DNAJB2"	-0.603206428483452	8.52700962054082	-8.02624844849754	2.14636648715724e-12	7.18290744657514e-12	17.0203574880885
"PPP1R3A"	"PPP1R3A"	0.352501659871328	3.80814557892857	8.02537455117676	2.15562974804509e-12	7.21271140663032e-12	17.016078792137
"GPR146"	"GPR146"	-0.792453950009192	5.91839841459184	-8.02487449368447	2.16094821768192e-12	7.22930844977194e-12	17.0136305002165
"CBLN1"	"CBLN1"	1.35564963945129	4.9877167340102	8.02362847387096	2.17425742131359e-12	7.2726280302241e-12	17.0075300997659
"MAPRE1"	"MAPRE1"	-0.898975572771133	8.23485674792857	-8.02349492026749	2.17568878986878e-12	7.27620991647418e-12	17.0068762451271
"SRD5A1"	"SRD5A1"	-1.54528886407261	7.92359975767347	-8.02334340597078	2.17731378889577e-12	7.28043807178318e-12	17.0061344608884
"ZBTB7B"	"ZBTB7B"	-0.764405994754597	8.65575948476531	-8.02267567734027	2.18448962060066e-12	7.30322246357184e-12	17.002865427532
"HIGD2A"	"HIGD2A"	-0.496216455621312	10.1118783440612	-8.02229813251935	2.18855736761827e-12	7.31472231573017e-12	17.0010170871241
"CYTL1"	"CYTL1"	-0.804804922143378	5.12461937372449	-8.02228915202009	2.18865421714782e-12	7.31472231573017e-12	17.0009731216525
"TRIB1"	"TRIB1"	-0.48794487776654	4.12521006262245	-8.02107570709415	2.2017798333273e-12	7.35737125431207e-12	16.995032602443
"OVOL1-AS1"	"OVOL1-AS1"	-0.403639293638783	5.65183324132653	-8.02018724237993	2.21143985573404e-12	7.38842751337197e-12	16.9906831697409
"ECH1"	"ECH1"	-0.667660949806985	9.49213639983673	-8.01997180459513	2.21378859699211e-12	7.39505052186225e-12	16.9896285204836
"RAVER2"	"RAVER2"	1.18089702566452	7.29005298304082	8.01971701803551	2.2165695305687e-12	7.40311481639385e-12	16.9883812517787
"VARS"	"VARS"	1.07791519400184	7.38447530597959	8.01839033886135	2.23110620263322e-12	7.45043290664233e-12	16.9818868305219
"ZNF782"	"ZNF782"	0.745562415794115	4.77382173710204	8.01778386314536	2.23778303755916e-12	7.47149297718055e-12	16.9789180575164
"PHEX"	"PHEX"	0.485965709542282	4.3922431684898	8.01714972063847	2.24478573386313e-12	7.49363388464432e-12	16.9758139025134
"RAB32"	"RAB32"	-0.834895224173706	8.19786624944898	-8.01579685686639	2.25979809894952e-12	7.54250124542719e-12	16.9691917479208
"TNRC6C"	"TNRC6C"	-0.495896619670032	5.46179560763265	-8.01524697459076	2.26592852041462e-12	7.56171219039818e-12	16.9665001873643
"HYPK"	"HYPK"	0.629997639506433	6.69896592176531	8.0151264281423	2.2672746560787e-12	7.56495360946213e-12	16.9659101424905
"HDHD2"	"HDHD2"	0.599533460535852	9.31733662631633	8.01368196792304	2.28346691376612e-12	7.61772111083333e-12	16.9588400140291
"CCDC106"	"CCDC106"	0.59151616127666	5.48047366323469	8.01356070295589	2.28483150796841e-12	7.62101377050511e-12	16.9582464765307
"DTX1"	"DTX1"	0.628163935195777	6.87193080491837	8.01311326093725	2.28987359788948e-12	7.63583930381475e-12	16.9560564653294
"BCL6B"	"BCL6B"	1.05926661241086	7.47430731371429	8.01309913458972	2.29003296368185e-12	7.63583930381475e-12	16.9559873241428
"SND1"	"SND1"	0.376352638046876	8.98648376235714	8.01298769138455	2.29129059263529e-12	7.63877073524248e-12	16.9554418680199
"ZMAT1"	"ZMAT1"	1.2994615747068	5.38780079778571	8.01204245829143	2.30198516405738e-12	7.67315715378533e-12	16.9508155112014
"LOC101927410"	"LOC101927410"	0.43399981155883	5.27874561019388	8.01145869837532	2.30861475218575e-12	7.69398473305236e-12	16.9479584090705
"TPT1-AS1"	"TPT1-AS1"	-0.347370231590073	5.39517998623469	-8.01093479152302	2.31458078632508e-12	7.71259435535729e-12	16.9453942836887
"PHKA1"	"PHKA1"	1.08994962252206	5.74610462903061	8.00920354062377	2.33440491050048e-12	7.77736782909067e-12	16.9369213789246
"PRKAA2"	"PRKAA2"	1.32297486256342	5.95013697552041	8.00533945904411	2.379263202073e-12	7.92388966050342e-12	16.9180115921233
"SMIM14"	"SMIM14"	-0.997199646754595	9.14173319119388	-8.00532867948281	2.37938953493311e-12	7.92388966050342e-12	16.9179588425117
"WRNIP1"	"WRNIP1"	0.552311011999083	4.61768214246939	8.00531398403705	2.37956177140719e-12	7.92388966050342e-12	16.9178869306062
"LOC102723648"	"LOC102723648"	0.186005390530332	3.43755242266327	8.00412198465356	2.39357388458203e-12	7.9692348585482e-12	16.9120539953959
"NSA2"	"NSA2"	-0.594556766742643	11.345617594	-8.00373674317106	2.39811998658763e-12	7.98305388245063e-12	16.9101688921971
"MS4A6A"	"MS4A6A"	-1.68384856188694	8.78834422062245	-8.00222552879673	2.41603643751062e-12	8.04136929720924e-12	16.902774247912
"MTA2"	"MTA2"	0.867515214595591	5.89290640466327	8.00128786048026	2.42722003175659e-12	8.07726000015553e-12	16.898186216284
"PHF11"	"PHF11"	-1.15499390209926	9.29291758057143	-8.00122548061626	2.42796586329147e-12	8.07840999320998e-12	16.8978809942766
"LINC02199"	"LINC02199"	0.374677467375003	4.38286666436735	7.999042886933	2.45420568987929e-12	8.16437010694473e-12	16.8872019738399
"MTCP1"	"MTCP1"	0.46091144967096	4.61653057656122	7.99879082183615	2.45725421844835e-12	8.17316445137491e-12	16.8859687064657
"TTC25"	"TTC25"	0.747621358910846	4.52568381807143	7.99781322399797	2.46911319010627e-12	8.21125581082797e-12	16.8811857361273
"RCC1L"	"RCC1L"	-0.558004428555141	6.48225973376531	-7.99772297499377	2.470210843968e-12	8.21355279469624e-12	16.8807441923904
"TRPC4AP"	"TRPC4AP"	-0.397996013145215	6.9816691480102	-7.99541017307022	2.49850661005434e-12	8.30626896898808e-12	16.8694291571381
"ACSS3"	"ACSS3"	-0.879819507021132	5.62693591267347	-7.9934972109253	2.52215416298939e-12	8.38350419493e-12	16.8600708027417
"HAUS1"	"HAUS1"	1.16736484279596	8.60542056910204	7.99244182182871	2.53529582949084e-12	8.42579873647517e-12	16.8549079637338
"PCDHB7"	"PCDHB7"	-0.85738368229595	5.82565219165306	-7.99231672903404	2.53685799112823e-12	8.42960237651319e-12	16.8542960341402
"EIF4H"	"EIF4H"	-0.709043402805133	10.9724829522347	-7.99030253697471	2.56214357284113e-12	8.51222119023088e-12	16.84444327931
"CINP"	"CINP"	0.517207399977023	6.45918044317347	7.98905773129085	2.57789575347198e-12	8.56314516002714e-12	16.8383543699659
"OBP2A"	"OBP2A"	-0.380164113906246	6.32414689723469	-7.98847973890135	2.58524259073511e-12	8.58613645035492e-12	16.8355272156637
"ZIC1"	"ZIC1"	1.84922098234651	5.17934463112245	7.98723944020886	2.60107838926248e-12	8.63730916921432e-12	16.829460646632
"ZSCAN5A"	"ZSCAN5A"	-0.457592175053306	5.8025445165102	-7.98643978587547	2.61133930842839e-12	8.66995579240173e-12	16.82554947092
"BEND4"	"BEND4"	0.797968512302396	4.03229119816327	7.98546964981702	2.62384189593493e-12	8.7100330568511e-12	16.8208045671109
"EMX2OS"	"EMX2OS"	-0.906410656800544	7.86612310797959	-7.98516759043499	2.62774682254867e-12	8.72156127602365e-12	16.8193272296455
"LRRC63"	"LRRC63"	0.192980884571693	3.51838416757143	7.98135518629962	2.67753239281743e-12	8.88533973762483e-12	16.8006822288124
"DSG2-AS1"	"DSG2-AS1"	0.986458635985297	3.8597689895102	7.98052460182076	2.68850278636293e-12	8.91942864577137e-12	16.7966204125186
"SMYD2"	"SMYD2"	0.761215291659011	5.99404631923469	7.98051055567894	2.68868869250721e-12	8.91942864577137e-12	16.7965517232967
"LOC105379426"	"LOC105379426"	0.730368106469675	7.19002612379592	7.97732331215662	2.73120563878101e-12	9.05898494782534e-12	16.7809659578648
"PIK3CD-AS1"	"PIK3CD-AS1"	-0.440792796763782	7.13685981057143	-7.97650176474155	2.7422728946975e-12	9.09419878962859e-12	16.7769487700687
"CYP4F2"	"CYP4F2"	-0.96482714886397	5.58325094658163	-7.97569475824759	2.75318771893765e-12	9.12889563517637e-12	16.7730027706295
"ZNF682"	"ZNF682"	1.00143791185478	6.84528036085714	7.9743168083725	2.77192462626892e-12	9.18951293232353e-12	16.766265241751
"TAAR2"	"TAAR2"	0.504682218125002	4.34451229265306	7.97285167159608	2.7919862914381e-12	9.25450144852935e-12	16.7591016841129
"RAB31"	"RAB31"	-1.54033124681526	8.71449368395918	-7.97281603301153	2.79247607552096e-12	9.2546050299244e-12	16.7589274383395
"SVIP"	"SVIP"	1.59763685512685	8.15296874457143	7.97256143765696	2.79597748927945e-12	9.26468784536646e-12	16.7576826641309
"PPOX"	"PPOX"	0.954718943954047	4.95265204315306	7.97127963285292	2.81367245505123e-12	9.32179106373915e-12	16.7514157607148
"LINC01492"	"LINC01492"	0.231880441440262	3.52569327768367	7.97107320404633	2.81653254946484e-12	9.32973517903312e-12	16.7504065248219
"COX7A1"	"COX7A1"	-1.68697385980238	9.25808559965306	-7.9706980634491	2.82173757351452e-12	9.34544296787719e-12	16.7485724669226
"TLL2"	"TLL2"	1.01219136265901	4.2221446974898	7.96946695501385	2.83888638307765e-12	9.40069628706419e-12	16.7425537230408
"MTCL1"	"MTCL1"	1.22121360376011	7.47385825215306	7.96937322421702	2.84019625368313e-12	9.40349097573598e-12	16.7420954924358
"SMIM29"	"SMIM29"	-0.738577539298708	7.10582658722449	-7.96907196470576	2.84441037454526e-12	9.41589873535295e-12	16.7406227044528
"FBXO7"	"FBXO7"	-0.71493387845587	9.61852701738776	-7.96767666903954	2.86400954252027e-12	9.47922344976822e-12	16.7338015835311
"SEC23IP"	"SEC23IP"	-0.840739331306972	8.11406681709184	-7.96693389652464	2.87449773121409e-12	9.51237706330446e-12	16.7301705290322
"VIM"	"VIM"	-1.86888633862498	12.7571688527347	-7.96621196335553	2.88472829002773e-12	9.54466738977535e-12	16.7266414179564
"ZNF444"	"ZNF444"	0.602478950417287	6.63893897823469	7.96588952147732	2.88930933221094e-12	9.55819838317171e-12	16.7250652095771
"NSG1"	"NSG1"	-1.19816185027389	9.25363411095918	-7.96585747821113	2.88976497716463e-12	9.55819838317171e-12	16.7249085716663
